hand_min_x,hand_min_y,hand_width,hand_height,object_min_x,object_min_y,object_width,object_height,handedness,picture_name,grasp
1184,601,200,250,1106,675,368,406,right,frame_10182.jpg,none
1056,583,161,275,0,0,0,0,right,frame_4377.jpg,none
1297,472,222,340,396,167,178,179,right,frame_9631.jpg,none
1035,631,203,268,201,626,158,109,right,frame_4446.jpg,none
1349,430,237,164,0,0,0,0,right,frame_3412.jpg,none
1048,570,205,203,141,147,282,291,right,frame_9605.jpg,none
1087,794,223,286,490,197,161,172,right,frame_9649.jpg,none
1206,673,217,244,1104,679,305,386,right,frame_10239.jpg,none
1022,604,212,280,193,603,158,107,right,frame_4459.jpg,none
959,707,286,190,613,259,334,411,right,frame_9474.jpg,none
1460,124,244,313,630,143,155,174,right,frame_10934.jpg,none
964,699,289,190,271,406,425,764,right,frame_9460.jpg,none
1462,131,245,310,634,142,154,175,right,frame_10933.jpg,none
1514,836,270,237,1314,698,197,296,right,frame_11544.jpg,none
950,702,290,170,632,254,335,405,right,frame_9480.jpg,none
1401,685,248,281,1162,462,55,161,right,frame_10765.jpg,none
1028,623,208,279,0,0,0,0,right,frame_4449.jpg,none
1283,843,146,183,1243,780,179,280,right,frame_10551.jpg,none
822,697,274,219,367,514,198,190,right,frame_9533.jpg,none
1426,64,251,297,0,0,0,0,right,frame_10966.jpg,none
1131,491,156,193,604,78,154,156,right,frame_9440.jpg,none
1036,630,205,273,204,626,155,108,right,frame_4445.jpg,none
1251,747,227,248,618,194,241,219,right,frame_9706.jpg,none
1229,471,112,177,1521,493,354,260,right,frame_8950.jpg,none
1253,637,127,199,0,0,0,0,right,frame_8917.jpg,none
1522,841,277,239,1320,701,201,295,right,frame_11547.jpg,none
1029,576,203,273,1082,643,118,298,right,frame_2786.jpg,none
959,709,288,203,334,393,408,771,right,frame_9471.jpg,none
1255,679,125,202,394,666,168,142,right,frame_8915.jpg,none
1230,429,195,185,0,0,0,0,right,frame_3404.jpg,none
1003,589,231,275,183,645,158,106,right,frame_4428.jpg,none
1122,583,179,185,175,128,351,254,right,frame_9580.jpg,none
1058,578,207,206,147,146,293,291,right,frame_9602.jpg,none
1418,71,244,330,556,139,164,182,right,frame_10978.jpg,none
1186,813,303,235,1123,824,247,506,right,frame_9789.jpg,none
1476,807,288,256,1389,718,66,278,right,frame_11527.jpg,none
1241,779,153,297,342,483,174,144,right,frame_8974.jpg,none
1461,134,245,306,637,143,156,176,right,frame_10932.jpg,none
1179,608,209,255,1105,673,352,407,right,frame_10193.jpg,none
1060,523,184,253,1088,642,112,295,right,frame_2788.jpg,none
1120,574,228,234,1085,673,370,414,right,frame_10150.jpg,none
978,598,239,271,180,650,159,109,right,frame_4426.jpg,none
1516,771,262,297,1295,579,229,281,right,frame_10790.jpg,none
1249,588,127,192,665,550,61,94,right,frame_8920.jpg,none
1540,58,285,381,1560,110,87,96,right,frame_10915.jpg,none
1204,677,226,268,1184,621,78,442,right,frame_10737.jpg,none
1423,65,243,304,0,0,0,0,right,frame_10973.jpg,none
1391,811,259,180,1302,643,155,353,right,frame_11130.jpg,none
1438,73,245,292,0,0,0,0,right,frame_10956.jpg,none
976,654,277,164,632,67,153,133,right,frame_9451.jpg,none
1490,102,258,314,665,138,150,174,right,frame_10923.jpg,none
1306,660,173,273,514,234,247,223,right,frame_9745.jpg,none
1195,800,214,280,468,193,166,174,right,frame_9645.jpg,none
1455,383,435,293,0,0,0,0,right,frame_1401.jpg,none
1384,441,241,153,0,0,0,0,right,frame_3414.jpg,none
1020,617,188,150,596,238,122,144,right,frame_9371.jpg,none
1168,786,320,246,1102,827,248,501,right,frame_9787.jpg,none
1231,498,118,194,0,0,0,0,right,frame_8927.jpg,none
1302,721,229,359,430,186,170,175,right,frame_9639.jpg,none
1105,573,178,186,174,129,345,257,right,frame_9582.jpg,none
1563,504,283,156,0,0,0,0,right,frame_3426.jpg,none
1126,567,155,146,0,0,0,0,right,frame_3389.jpg,none
1002,642,194,135,610,266,123,143,right,frame_9366.jpg,none
1207,705,224,243,366,234,281,234,right,frame_9779.jpg,none
1026,616,206,275,192,614,159,107,right,frame_4453.jpg,none
1059,572,197,206,143,147,285,291,right,frame_9604.jpg,none
1055,571,203,194,133,163,266,295,right,frame_9611.jpg,none
1526,777,268,301,1737,666,364,202,right,frame_10792.jpg,none
1299,281,299,265,0,0,0,0,right,frame_1676.jpg,none
1450,729,264,292,877,202,188,247,right,frame_10777.jpg,none
1173,776,306,236,1090,833,251,488,right,frame_9786.jpg,none
1024,674,167,105,624,295,119,138,right,frame_9360.jpg,none
1281,765,221,315,604,191,134,151,right,frame_9391.jpg,none
1235,369,222,322,408,158,176,179,right,frame_9623.jpg,none
1105,572,208,211,215,128,346,255,right,frame_9570.jpg,none
873,636,186,226,0,0,0,0,right,frame_3564.jpg,none
1168,537,138,204,324,105,324,207,right,frame_9556.jpg,none
1367,714,285,281,0,0,0,0,right,frame_4762.jpg,none
1224,461,115,173,1501,450,345,279,right,frame_8961.jpg,none
1179,601,202,249,1104,677,368,405,right,frame_10181.jpg,none
1032,593,166,238,0,0,0,0,right,frame_217.jpg,none
1023,608,210,276,0,0,0,0,right,frame_4457.jpg,none
1234,596,164,284,695,559,99,108,right,frame_8969.jpg,none
1144,679,146,232,1204,727,92,164,right,frame_2731.jpg,none
1198,608,193,248,1109,674,359,408,right,frame_10190.jpg,none
1435,59,216,316,1744,235,350,468,right,frame_10976.jpg,none
1027,622,206,276,0,0,0,0,right,frame_4451.jpg,none
1351,731,256,227,668,177,243,265,right,frame_11492.jpg,none
1104,573,193,199,196,128,351,256,right,frame_9573.jpg,none
1089,443,161,216,0,0,0,0,right,frame_2795.jpg,none
1312,699,208,280,832,234,129,149,right,frame_9715.jpg,none
1217,467,134,188,1542,572,353,214,right,frame_8936.jpg,none
1188,825,277,234,1140,824,249,507,right,frame_9791.jpg,none
1351,601,191,200,0,0,0,0,right,frame_6089.jpg,none
1435,307,253,220,1524,957,117,182,right,frame_4776.jpg,none
1152,678,143,205,0,0,0,0,right,frame_4369.jpg,none
1160,442,143,222,601,79,151,158,right,frame_9438.jpg,none
1038,630,194,256,198,624,159,107,right,frame_4447.jpg,none
1303,525,228,361,401,171,178,179,right,frame_9633.jpg,none
1092,481,146,251,611,86,144,148,right,frame_9428.jpg,none
1343,733,236,173,719,48,256,96,right,frame_11113.jpg,none
1137,804,212,276,477,196,164,171,right,frame_9647.jpg,none
1414,691,247,282,1160,461,55,179,right,frame_10766.jpg,none
1418,84,241,328,556,140,164,181,right,frame_10979.jpg,none
1255,731,135,202,740,727,100,108,right,frame_8913.jpg,none
1527,80,244,329,677,132,150,176,right,frame_10919.jpg,none
1080,434,177,240,0,0,0,0,right,frame_2793.jpg,none
1354,758,177,319,1169,690,211,281,right,frame_10635.jpg,none
1148,631,183,233,114,115,207,229,right,frame_9382.jpg,none
1140,609,187,144,0,0,0,0,right,frame_3383.jpg,none
1157,617,198,162,0,0,0,0,right,frame_3381.jpg,none
1048,539,183,271,1086,642,117,297,right,frame_2787.jpg,none
858,693,268,245,696,77,156,154,right,frame_9530.jpg,none
963,710,284,183,350,387,408,766,right,frame_9475.jpg,none
1545,84,279,389,1572,110,94,96,right,frame_10914.jpg,none
1214,606,191,247,1109,672,364,409,right,frame_10187.jpg,none
1459,460,255,162,0,0,0,0,right,frame_3419.jpg,none
1196,685,216,230,1092,657,285,382,right,frame_10249.jpg,none
956,710,285,166,359,385,403,769,right,frame_9478.jpg,none
1436,70,237,282,0,0,0,0,right,frame_10961.jpg,none
1027,615,203,275,0,0,0,0,right,frame_4454.jpg,none
1299,500,224,349,398,169,178,180,right,frame_9632.jpg,none
1343,747,244,175,1333,607,59,302,right,frame_11116.jpg,none
1035,575,175,243,0,0,0,0,right,frame_218.jpg,none
1276,747,224,333,601,194,138,151,right,frame_9390.jpg,none
1347,621,187,200,0,0,0,0,right,frame_6090.jpg,none
1065,499,189,242,1094,641,108,291,right,frame_2789.jpg,none
1146,566,194,220,238,123,341,245,right,frame_9567.jpg,none
1430,772,252,250,1355,743,96,352,right,frame_11513.jpg,none
1283,390,210,321,403,160,177,179,right,frame_9626.jpg,none
1310,665,178,264,527,235,245,221,right,frame_9748.jpg,none
986,623,201,277,0,0,0,0,right,frame_4411.jpg,none
1316,678,186,288,337,145,233,227,right,frame_9721.jpg,none
1450,834,131,232,0,0,0,0,right,frame_9276.jpg,none
1131,619,231,270,853,447,119,158,right,frame_7174.jpg,none
1431,300,256,216,0,0,0,0,right,frame_4777.jpg,none
1197,667,223,228,1104,678,305,392,right,frame_10234.jpg,none
1147,627,169,223,283,167,327,251,right,frame_9660.jpg,none
1127,682,181,211,583,188,148,161,right,frame_9658.jpg,none
210,592,322,118,1264,761,193,280,right,frame_10612.jpg,none
966,709,296,214,318,395,417,769,right,frame_9467.jpg,none
1220,485,119,181,0,0,0,0,right,frame_8931.jpg,none
1022,580,236,281,0,0,0,0,right,frame_4431.jpg,none
1451,118,247,301,612,143,157,176,right,frame_10940.jpg,none
1235,705,286,282,1222,812,307,446,right,frame_10991.jpg,none
1048,556,107,223,613,97,146,152,right,frame_9425.jpg,none
1290,432,226,336,399,164,178,180,right,frame_9629.jpg,none
1066,760,229,287,534,196,153,171,right,frame_9654.jpg,none
1213,691,206,220,1097,662,292,377,right,frame_10248.jpg,none
1450,118,245,307,621,142,156,175,right,frame_10937.jpg,none
979,612,204,275,0,0,0,0,right,frame_4419.jpg,none
1273,493,157,234,362,470,203,196,right,frame_9508.jpg,none
876,657,183,225,0,0,0,0,right,frame_3565.jpg,none
1502,765,262,310,941,217,180,246,right,frame_10788.jpg,none
1361,719,260,257,1296,717,97,345,right,frame_11495.jpg,none
974,610,210,277,174,659,159,108,right,frame_4420.jpg,none
1026,610,205,273,0,0,0,0,right,frame_4456.jpg,none
1211,734,222,185,499,174,269,232,right,frame_9681.jpg,none
1448,75,242,295,0,0,0,0,right,frame_10955.jpg,none
1442,70,225,284,0,0,0,0,right,frame_10962.jpg,none
1247,836,197,235,1162,817,182,443,right,frame_10343.jpg,none
1366,781,248,184,1279,628,151,357,right,frame_11123.jpg,none
1223,481,117,195,0,0,0,0,right,frame_8930.jpg,none
1224,794,216,286,463,192,167,173,right,frame_9644.jpg,none
1178,761,298,245,1074,833,252,488,right,frame_9785.jpg,none
1205,670,214,225,1105,678,304,393,right,frame_10233.jpg,none
1102,574,215,221,164,132,328,262,right,frame_9589.jpg,none
1205,641,196,246,1102,674,303,411,right,frame_10225.jpg,none
1403,875,164,191,1263,785,180,279,right,frame_10559.jpg,none
1243,738,227,239,628,192,238,227,right,frame_9702.jpg,none
1525,46,291,373,1820,268,197,536,right,frame_10916.jpg,none
1147,544,141,196,650,93,153,184,right,frame_9555.jpg,none
1311,677,186,279,319,155,234,243,right,frame_9724.jpg,none
1207,486,132,180,0,0,0,0,right,frame_8932.jpg,none
1229,684,218,259,1189,643,61,436,right,frame_10740.jpg,none
1213,455,137,192,1542,546,357,233,right,frame_8940.jpg,none
1037,580,176,232,0,0,0,0,right,frame_219.jpg,none
1204,721,235,246,999,839,258,475,right,frame_9781.jpg,none
1402,745,258,251,1323,735,100,350,right,frame_11504.jpg,none
1188,636,218,253,1098,670,316,413,right,frame_10217.jpg,none
1402,811,237,269,1295,661,207,360,right,frame_10854.jpg,none
1301,672,190,287,307,168,239,268,right,frame_9726.jpg,none
1516,831,282,240,1757,714,325,261,right,frame_11541.jpg,none
1434,427,179,236,25,166,50,177,right,frame_6076.jpg,none
1483,813,286,251,1740,633,358,396,right,frame_11530.jpg,none
1102,780,244,300,830,441,120,165,right,frame_7180.jpg,none
1469,835,159,240,838,129,133,174,right,frame_10604.jpg,none
1485,273,270,359,721,124,151,172,right,frame_10910.jpg,none
1075,828,160,157,0,0,0,0,right,frame_209.jpg,none
1295,665,181,271,498,248,251,223,right,frame_9761.jpg,none
1177,595,194,234,1099,674,366,415,right,frame_10170.jpg,none
1478,754,268,300,1264,573,223,283,right,frame_10784.jpg,none
1270,667,182,253,475,257,255,236,right,frame_9764.jpg,none
1181,644,225,229,1100,671,324,409,right,frame_10209.jpg,none
908,698,147,266,313,96,293,190,right,frame_9421.jpg,none
1315,419,231,176,0,0,0,0,right,frame_3410.jpg,none
1384,527,312,290,1535,914,121,181,right,frame_4767.jpg,none
964,576,192,263,0,0,0,0,right,frame_4383.jpg,none
1271,733,171,277,1116,784,198,435,right,frame_10326.jpg,none
1288,417,226,331,401,162,177,180,right,frame_9628.jpg,none
1486,757,269,297,1268,573,223,281,right,frame_10785.jpg,none
1267,709,223,334,594,196,132,148,right,frame_9388.jpg,none
1475,130,239,302,648,142,153,174,right,frame_10928.jpg,none
1385,800,246,182,1391,646,70,325,right,frame_11127.jpg,none
1228,782,176,296,1118,773,205,442,right,frame_10319.jpg,none
1098,578,198,212,157,138,314,273,right,frame_9594.jpg,none
1380,721,130,250,595,477,297,250,right,frame_9280.jpg,none
1531,774,268,305,1309,584,230,279,right,frame_10793.jpg,none
1203,823,162,257,1122,775,199,445,right,frame_10316.jpg,none
1065,639,196,159,588,215,127,147,right,frame_9378.jpg,none
1113,584,248,234,1086,658,377,418,right,frame_10143.jpg,none
1446,719,269,295,864,198,194,247,right,frame_10775.jpg,none
1215,687,208,233,1104,676,302,383,right,frame_10241.jpg,none
980,613,202,278,0,0,0,0,right,frame_4418.jpg,none
1214,459,128,184,1536,518,353,251,right,frame_8945.jpg,none
1454,853,264,200,1454,682,68,346,right,frame_11145.jpg,none
1278,659,179,267,475,239,256,252,right,frame_9736.jpg,none
1317,771,285,183,1242,696,107,339,right,frame_11484.jpg,none
1247,745,231,251,622,190,240,213,right,frame_9705.jpg,none
905,690,273,264,362,505,202,191,right,frame_9527.jpg,none
1218,379,224,313,1046,87,207,174,right,frame_9622.jpg,none
1002,547,172,183,697,85,154,170,right,frame_9547.jpg,none
1106,581,192,180,182,126,360,252,right,frame_9576.jpg,none
1244,586,307,197,1110,549,133,147,right,frame_7138.jpg,none
1253,672,167,240,236,184,244,214,right,frame_9768.jpg,none
1235,857,140,223,342,481,173,147,right,frame_8976.jpg,none
1437,769,243,246,752,201,220,256,right,frame_11512.jpg,none
1030,616,188,155,590,224,126,145,right,frame_9374.jpg,none
1035,579,165,268,0,0,0,0,right,frame_4378.jpg,none
1028,612,203,275,0,0,0,0,right,frame_4455.jpg,none
985,623,199,280,0,0,0,0,right,frame_4412.jpg,none
1264,741,221,250,609,204,242,234,right,frame_9708.jpg,none
1249,708,268,208,1172,993,530,174,right,frame_3374.jpg,none
1261,838,202,242,611,177,136,155,right,frame_9395.jpg,none
1222,508,164,222,353,475,205,197,right,frame_9512.jpg,none
1527,841,269,238,1324,703,199,296,right,frame_11549.jpg,none
968,701,301,209,83,186,165,222,right,frame_9464.jpg,none
1111,668,254,313,1117,937,112,275,right,frame_7177.jpg,none
1377,448,264,316,564,143,163,180,right,frame_10986.jpg,none
1437,74,246,289,0,0,0,0,right,frame_10958.jpg,none
1130,547,163,149,0,0,0,0,right,frame_3392.jpg,none
1281,632,326,230,1090,548,143,153,right,frame_7140.jpg,none
984,615,197,281,0,0,0,0,right,frame_4416.jpg,none
956,705,287,172,362,383,404,766,right,frame_9479.jpg,none
1333,425,230,166,0,0,0,0,right,frame_3411.jpg,none
849,679,246,181,376,520,199,189,right,frame_9539.jpg,none
1107,705,202,223,572,192,148,166,right,frame_9657.jpg,none
1241,672,172,240,439,254,258,224,right,frame_9769.jpg,none
1327,700,273,238,1038,535,133,173,right,frame_7147.jpg,none
1240,546,124,193,658,547,60,89,right,frame_8923.jpg,none
1309,666,189,283,337,263,279,517,right,frame_9758.jpg,none
1489,819,293,249,1404,724,72,281,right,frame_11532.jpg,none
1210,541,167,209,688,64,151,129,right,frame_9514.jpg,none
894,732,176,197,0,0,0,0,right,frame_3567.jpg,none
1179,643,230,236,1098,670,325,411,right,frame_10211.jpg,none
1431,769,181,311,852,170,197,280,right,frame_10629.jpg,none
1359,688,243,268,445,414,121,204,right,frame_10761.jpg,none
1175,592,184,246,1103,672,369,415,right,frame_10173.jpg,none
1441,697,248,286,1253,542,84,199,right,frame_10769.jpg,none
988,621,198,281,0,0,0,0,right,frame_4410.jpg,none
1055,556,185,212,140,152,279,297,right,frame_9606.jpg,none
1113,567,183,200,170,134,340,267,right,frame_9585.jpg,none
1245,773,168,293,1117,772,203,440,right,frame_10320.jpg,none
1078,507,129,229,611,89,144,148,right,frame_9427.jpg,none
1460,748,271,296,1248,573,221,285,right,frame_10781.jpg,none
1229,486,130,205,693,340,92,146,right,frame_8964.jpg,none
960,707,285,199,338,393,409,770,right,frame_9472.jpg,none
1401,256,264,331,559,142,163,182,right,frame_10983.jpg,none
1212,450,131,192,1540,527,353,242,right,frame_8943.jpg,none
938,598,250,192,126,347,252,255,right,frame_9492.jpg,none
1290,656,175,278,492,228,255,219,right,frame_9741.jpg,none
1534,842,267,238,1322,703,199,295,right,frame_11548.jpg,none
1257,740,176,297,1116,775,202,438,right,frame_10323.jpg,none
1216,449,119,162,1515,457,342,279,right,frame_8957.jpg,none
1284,617,279,304,1218,808,299,444,right,frame_10989.jpg,none
1344,752,191,328,749,87,225,172,right,frame_10638.jpg,none
1379,723,251,254,1306,718,102,348,right,frame_11497.jpg,none
1520,776,266,304,1730,658,377,207,right,frame_10791.jpg,none
1223,467,121,180,1529,496,347,258,right,frame_8949.jpg,none
1075,576,199,180,131,166,262,295,right,frame_9613.jpg,none
904,591,222,201,568,235,234,246,right,frame_9543.jpg,none
1046,558,196,210,138,152,277,296,right,frame_9607.jpg,none
1276,667,186,252,483,252,254,229,right,frame_9763.jpg,none
1053,742,150,166,0,0,0,0,right,frame_212.jpg,none
1392,829,119,127,1285,654,204,355,right,frame_10856.jpg,none
1131,578,210,237,1085,674,368,414,right,frame_10153.jpg,none
1314,565,282,291,1217,807,300,439,right,frame_10988.jpg,none
1312,589,231,362,408,177,175,178,right,frame_9635.jpg,none
1494,109,249,306,662,139,152,174,right,frame_10924.jpg,none
1436,341,272,221,1522,948,117,198,right,frame_4774.jpg,none
1130,574,200,196,229,122,344,242,right,frame_9568.jpg,none
1022,573,236,283,195,630,156,104,right,frame_4432.jpg,none
1219,452,119,165,1513,456,338,278,right,frame_8958.jpg,none
963,687,275,166,643,65,152,131,right,frame_9454.jpg,none
1417,762,190,318,1175,722,265,309,right,frame_10630.jpg,none
1353,748,250,199,653,172,249,268,right,frame_11490.jpg,none
1225,673,178,241,210,213,247,279,right,frame_9771.jpg,none
1218,470,122,185,1542,579,351,216,right,frame_8935.jpg,none
1213,664,234,189,1560,774,173,141,right,frame_3377.jpg,none
1406,190,255,348,558,142,165,181,right,frame_10982.jpg,none
1221,462,120,176,1535,512,352,251,right,frame_8946.jpg,none
1081,592,151,277,0,0,0,0,right,frame_4376.jpg,none
1129,534,168,146,0,0,0,0,right,frame_3393.jpg,none
1376,797,250,179,1290,634,153,357,right,frame_11126.jpg,none
1186,708,230,203,433,178,285,243,right,frame_9674.jpg,none
1191,630,208,230,1105,672,321,409,right,frame_10203.jpg,none
1290,761,198,253,1123,797,189,434,right,frame_10331.jpg,none
1326,848,135,206,1248,781,179,277,right,frame_10553.jpg,none
1263,492,157,232,365,468,201,197,right,frame_9507.jpg,none
1288,404,218,326,402,160,177,179,right,frame_9627.jpg,none
1278,664,187,277,275,169,238,257,right,frame_9732.jpg,none
1149,615,192,150,0,0,0,0,right,frame_3382.jpg,none
1412,824,248,183,1316,650,156,352,right,frame_11134.jpg,none
1152,636,237,238,874,457,120,165,right,frame_7170.jpg,none
1242,743,155,298,342,485,175,147,right,frame_8973.jpg,none
1275,737,222,253,605,206,243,233,right,frame_9709.jpg,none
1013,588,229,271,0,0,0,0,right,frame_4429.jpg,none
1394,497,302,273,1534,910,121,188,right,frame_4768.jpg,none
1337,727,244,164,965,76,141,152,right,frame_11110.jpg,none
1341,711,299,241,1066,534,131,144,right,frame_7144.jpg,none
1606,512,272,163,0,0,0,0,right,frame_3428.jpg,none
1427,60,228,323,0,0,0,0,right,frame_10977.jpg,none
1111,584,192,193,177,126,353,250,right,frame_9579.jpg,none
1426,692,248,287,1157,464,66,194,right,frame_10767.jpg,none
1313,682,204,291,352,141,231,221,right,frame_9719.jpg,none
1217,684,185,227,200,209,251,275,right,frame_9772.jpg,none
1557,117,258,396,1727,136,385,270,right,frame_10913.jpg,none
1478,329,232,368,728,124,148,172,right,frame_10909.jpg,none
1186,740,278,250,1042,830,258,496,right,frame_9783.jpg,none
